name,date,annee,mois,developer,genres,price,owners,owners_min,nb_avis,ratio_pos,petit_studio,fetes,succes_com,succes_critique,periode_etude,appid,free
Galactic Inheritors,2015-06-09,2015,6,Crispon Games,Indie;Strategy,17.09,100000-200000,100000,74,0.459,True,False,True,False,True,322540,False
Dungeon Lurk II - Leona,2014-10-27,2014,10,Keys of Nine Entertainment,Adventure;Casual;Indie,7.97,0-20000,0,36,0.278,True,False,False,False,True,322580,False
BLACKHOLE,2015-02-27,2015,2,FiolaSoft Studio,Action;Adventure;Indie,6.83,100000-200000,100000,717,0.883,True,False,True,True,True,322680,False
Drifting Lands,2017-06-05,2017,6,Alkemi,Action;Indie;RPG,15.95,0-20000,0,225,0.818,True,False,False,True,True,322750,False
Worlds Adrift,2017-05-24,2017,5,Bossa Studios,Action;Adventure;Indie;Massively Multiplayer;Early Access,22.22,100000-200000,100000,3717,0.705,True,False,True,False,True,322780,False
"War, the Game",2015-01-12,2015,1,GabberGames.com,Indie;Strategy,5.69,20000-50000,20000,381,0.703,True,False,False,False,True,322900,False
"Warhammer 40,000: Regicide",2015-09-08,2015,9,Hammerfall Publishing,Action;Indie;Strategy,8.2,100000-200000,100000,1626,0.712,True,False,True,False,True,322910,False
aerofly RC 7,2014-11-06,2014,11,IPACS,Indie;Simulation,34.19,0-20000,0,81,0.728,True,True,False,False,True,322930,False
Pure Hold'em,2015-08-20,2015,8,VooFoo Studios,Casual;Indie;Simulation;Sports;Strategy,17.09,0-20000,0,80,0.475,True,False,False,False,True,322950,False
Subject 13,2015-05-28,2015,5,Paul Cuisset,Adventure;Indie,7.97,50000-100000,50000,217,0.608,True,False,True,False,True,322970,False
Roaming Fortress,2014-11-20,2014,11,YETi CGI,Action;Casual;Indie;Strategy,9.11,0-20000,0,12,0.5,True,True,False,False,True,323000,False
Destructamundo,2015-01-28,2015,1,MiniVisions,Casual;Indie,4.55,0-20000,0,5,0.8,True,False,False,False,True,323020,False
Laserlife,2015-09-22,2015,9,Choice Provisions,Indie,8.2,20000-50000,20000,81,0.765,True,False,False,False,True,323040,False
Tharsis,2016-01-11,2016,1,Choice Provisions,Indie;RPG;Strategy,12.53,200000-500000,200000,2013,0.694,True,False,True,False,True,323060,False
Vagante,2018-02-21,2018,2,Nuke Nine,Action;Adventure;Indie;RPG,12.53,100000-200000,100000,1857,0.895,True,False,True,True,False,323220,False
The Magic Circle,2015-07-09,2015,7,Question,Action;Adventure;Indie;Simulation;Strategy,17.09,100000-200000,100000,1131,0.927,True,False,True,True,True,323380,False
Crow,2014-10-06,2014,10,Sunside Inc,Action;Adventure;Indie,7.97,20000-50000,20000,103,0.68,True,False,False,False,True,323430,False
Oblivious Garden ~Carmina Burana,2014-12-12,2014,12,CorypheeSoft;DigitalEZ,Adventure;Casual;Indie,12.53,0-20000,0,474,0.92,True,True,False,True,True,323490,False
Jotun: Valhalla Edition,2015-09-29,2015,9,Thunder Lotus Games,Action;Adventure;Indie,12.98,2000000-5000000,2000000,6795,0.784,True,False,True,False,True,323580,False
Ubinota,2015-03-04,2015,3,Rotateam,Indie,0.0,50000-100000,50000,186,0.925,True,False,True,True,True,323630,True
Super Indie Karts,2015-05-06,2015,5,One Legged Seagull,Indie;Racing;Sports;Early Access,13.1,0-20000,0,241,0.817,True,False,False,True,True,323670,False
Caffeine,2015-10-12,2015,10,Incandescent Imaging,Adventure;Indie,9.45,0-20000,0,43,0.186,True,False,False,False,True,323680,False
Poltergeist: A Pixelated Horror,2014-10-20,2014,10,Glitchy Pixel,Casual;Indie,6.37,0-20000,0,41,0.707,True,False,False,False,True,323700,False
Decay: The Mare,2015-02-13,2015,2,Shining Gate Software,Adventure;Indie,4.55,100000-200000,100000,971,0.734,True,False,True,False,True,323720,False
Move or Die,2016-01-21,2016,1,Those Awesome Guys,Action;Indie,12.53,500000-1000000,500000,9878,0.874,True,False,True,True,True,323850,False
iO,2014-12-05,2014,12,Gamious,Action;Indie;Racing,4.55,50000-100000,50000,177,0.819,True,True,True,True,True,324070,False
Rising World,2014-12-03,2014,12,JIW-Games,Action;Adventure;Indie;RPG;Early Access,12.53,100000-200000,100000,3162,0.809,True,True,True,True,True,324080,False
Verde Station,2014-12-18,2014,12,Duelboot,Adventure;Casual;Indie,0.9,20000-50000,20000,263,0.726,True,True,False,False,True,324120,False
Pyrite Heart,2014-09-25,2014,9,Winged Cloud,Nudity;Indie,4.55,0-20000,0,278,0.676,True,False,False,False,True,324170,False
CodeSpells,2015-09-18,2015,9,"Multi-Dimensional Games (Studio of ThoughtSTEM, LLC)",Action;Adventure;Indie;Simulation;Early Access,17.09,0-20000,0,182,0.505,True,False,False,False,True,324190,False
I Will Escape,2014-12-22,2014,12,Blue Label Studio,Action;Adventure;Indie,0.9,0-20000,0,15,0.467,True,True,False,False,True,324240,False
VoidExpanse,2015-04-02,2015,4,AtomicTorch Studio,Action;Indie;RPG;Simulation;Strategy,12.53,50000-100000,50000,647,0.708,True,False,True,False,True,324260,False
Revenge: Rhobar's myth,2015-09-08,2015,9,Polygon Art,Adventure;Indie,4.55,0-20000,0,9,0.333,True,False,False,False,True,324270,False
TOTM,2015-02-03,2015,2,Juniper Games,Action;Indie;Strategy;Early Access,6.37,0-20000,0,16,0.438,True,False,False,False,True,324360,False
The Body Changer,2015-10-15,2015,10,TheShortAndTheTall,Action;Adventure;Indie,9.11,0-20000,0,51,0.804,True,False,False,True,True,324390,False
Pocket God vs Desert Ashes,2015-08-19,2015,8,Nine Tales Digital;Bolt Creative,Indie;Strategy,4.55,0-20000,0,20,0.4,True,False,False,False,True,324400,False
Desert Ashes,2014-11-10,2014,11,Nine Tales Digital,Indie;Strategy,4.55,20000-50000,20000,71,0.563,True,True,False,False,True,324420,False
SinaRun,2015-10-26,2015,10,Princesseuh,Indie;Racing;Early Access,2.27,20000-50000,20000,180,0.783,True,False,False,False,True,324470,False
Defense Zone 3 Ultra HD,2016-12-14,2016,12,Artem Kotov,Action;Indie;Strategy,3.29,20000-50000,20000,206,0.791,True,True,False,False,True,324520,False
The Shopkeeper,2014-10-23,2014,10,Tom De Roeck,Adventure;Indie,2.27,20000-50000,20000,135,0.133,True,False,False,False,True,324610,False
To Be or Not To Be,2015-02-04,2015,2,Tin Man Games,Adventure;Casual;Indie,4.55,0-20000,0,178,0.927,True,False,False,True,True,324710,False
Caverns of the Snow Witch (Standalone),2015-08-03,2015,8,Tin Man Games,Adventure;Indie;RPG,4.55,0-20000,0,28,0.75,True,False,False,False,True,324730,False
The Warlock of Firetop Mountain,2016-08-30,2016,8,Tin Man Games,Action;Adventure;Indie,17.09,100000-200000,100000,448,0.77,True,False,True,False,True,324740,False
TOXIKK™,2016-09-10,2016,9,Reakktor Studios,Action;Free to Play;Indie,0.0,500000-1000000,500000,5047,0.766,True,False,True,False,True,324810,True
Parallax,2015-03-10,2015,3,Toasty Games,Indie,4.55,0-20000,0,122,0.893,True,False,False,True,True,325060,False
Notch - The Innocent LunA: Eclipsed SinnerS,2015-06-04,2015,6,Angels Blue Digital Entertainment;DigitalEZ,Adventure;Casual;Indie,7.97,20000-50000,20000,651,0.888,True,False,False,True,True,325120,False
Run or Die,2014-12-11,2014,12,Team Flow,Action;Indie,4.55,20000-50000,20000,123,0.878,True,True,False,True,True,325150,False
Bik - A Space Adventure,2014-10-14,2014,10,Zotnip,Adventure;Indie,4.55,0-20000,0,41,0.951,True,False,False,False,True,325160,False
BEARZERKERS,2015-10-23,2015,10,Wildgrass,Action;Casual;Indie;Early Access,11.39,0-20000,0,8,1.0,True,False,False,False,True,325300,False
Nova-111,2015-08-25,2015,8,Funktronic Labs,Action;Adventure;Indie;Strategy,4.55,50000-100000,50000,146,0.795,True,False,True,False,True,325370,False
Homebrew - Patent Unknown,2014-11-14,2014,11,Copybugpaste,Action;Indie;Racing;Simulation;Early Access,15.95,50000-100000,50000,775,0.763,True,True,True,False,True,325420,False
Metaverse,2016-04-05,2016,4,"Metaware Limited, LLC",Action;Adventure;Indie;RPG;Simulation;Early Access,17.66,0-20000,0,81,0.469,True,False,False,False,True,325430,False
Fire,2015-04-09,2015,4,Daedalic Entertainment,Adventure;Casual;Indie,9.11,20000-50000,20000,349,0.857,True,False,False,True,True,325520,False
The Hive,2016-08-25,2016,8,Skydome Entertainment,Action;Adventure;Indie;RPG;Strategy,8.2,0-20000,0,209,0.694,True,False,False,False,True,325730,False
Fallen: A2P Protocol,2015-08-14,2015,8,Red Katana,Indie;RPG;Strategy,8.2,20000-50000,20000,215,0.377,True,False,False,False,True,325790,False
Fat Chicken,2014-12-04,2014,12,Mighty Rabbit Studios;Relevant Games,Action;Indie;Strategy,7.97,0-20000,0,41,0.732,True,True,False,False,True,325860,False
Clash of Puppets,2014-12-16,2014,12,Drakkar Dev,Action;Indie,4.55,0-20000,0,56,0.714,True,True,False,False,True,325870,False
Crystal Catacombs,2015-01-15,2015,1,Levels or Lives;Super Fun Games,Indie,6.37,20000-50000,20000,79,0.443,True,False,False,False,True,325880,False
Viking Squad,2016-10-04,2016,10,Slick Entertainment Inc.,Action;Adventure;Indie,12.53,0-20000,0,183,0.885,True,False,False,True,True,325930,False
Defenders of the Last Colony,2016-06-23,2016,6,Knitted Pixels,Action;Indie,4.55,0-20000,0,23,0.391,True,False,False,False,True,326110,False
Horizon Shift,2015-05-29,2015,5,Flump Studios,Action;Indie,4.55,200000-500000,200000,288,0.792,True,False,True,False,True,326120,False
Death Skid Marks,2014-11-20,2014,11,Studio Whisky Tango Inc.,Action;Indie;RPG,7.97,20000-50000,20000,556,0.923,True,True,False,True,True,326150,False
Sinister City,2014-10-20,2014,10,Jetdogs Studios,Adventure;Casual;Indie,0.9,100000-200000,100000,1426,0.661,True,False,True,False,True,326180,False
Alchemy Mysteries: Prague Legends,2014-12-22,2014,12,Jetdogs Studios,Adventure;Casual;Indie,1.81,100000-200000,100000,1006,0.77,True,True,True,False,True,326190,False
Smugglers 5: Invasion,2014-10-16,2014,10,Niels Bauer Games,Indie;RPG;Simulation;Strategy,7.97,20000-50000,20000,24,0.583,True,False,False,False,True,326230,False
Windward,2015-05-12,2015,5,Tasharen Entertainment Inc.,Action;Adventure;Indie;RPG,7.97,200000-500000,200000,2755,0.8,True,False,True,False,True,326410,False
Sam Glyph: Private Eye!,2014-10-09,2014,10,Narrow Monolith,Action;Adventure;Casual;Indie,1.81,0-20000,0,40,0.225,True,False,False,False,True,326420,False
ShellShock Live,2015-03-11,2015,3,kChamp Games,Action;Casual;Indie;Massively Multiplayer;Strategy;Early Access,5.69,1000000-2000000,1000000,12690,0.9,True,False,True,True,True,326460,False
Space Warp,2014-11-04,2014,11,Mind Crew,Action;Indie;Racing,4.55,0-20000,0,37,0.73,True,True,False,False,True,326470,False
The Legend of Candlewind: Nights & Candles,2015-02-12,2015,2,Atmosphere Entertainment Studios,Indie;RPG,7.97,20000-50000,20000,46,0.13,True,False,False,False,True,326650,False
Instant Dungeon!,2014-11-25,2014,11,With The Love Studios,Action;Indie,1.81,0-20000,0,162,0.858,True,True,False,True,True,326720,False
Whisper of a Rose,2014-11-14,2014,11,RosePortal Games,Adventure;Indie;RPG,7.97,50000-100000,50000,76,0.487,True,True,True,False,True,326730,False
Heart&Slash,2016-08-09,2016,8,AHEARTFULOFGAMES,Action;Adventure;Indie,12.53,0-20000,0,369,0.818,True,False,False,True,True,326840,False
Sword of Asumi,2015-01-08,2015,1,Straywire,Adventure;Indie;RPG,8.2,50000-100000,50000,348,0.741,True,False,True,False,True,326950,False
Deep Eclipse: New Space Odyssey,2014-10-28,2014,10,Ultravision Interactive,Action;Indie,5.46,0-20000,0,39,0.513,True,False,False,False,True,326990,False
Infinite Game Works Episode 1,2015-10-26,2015,10,Sakura River Interactive,Indie;Simulation;Early Access,6.6,0-20000,0,6,0.333,True,False,False,False,True,327000,False
FEIST,2015-07-23,2015,7,Bits & Beasts,Action;Indie,7.97,20000-50000,20000,457,0.761,True,False,False,False,True,327060,False
Gloria Victis,2016-06-09,2016,6,Black Eye Games,Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Early Access,17.09,100000-200000,100000,3857,0.686,True,False,True,False,True,327070,False
Out of Reach,2018-07-13,2018,7,Space Boat Studios,Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation,12.53,50000-100000,50000,2417,0.626,True,False,True,False,False,327090,False
Deadstone,2014-11-12,2014,11,Timeslip Softworks,Action;Indie;RPG;Strategy,6.37,0-20000,0,51,0.765,True,True,False,False,True,327150,False
Cheesecake Cool Conrad,2014-10-08,2014,10,Reload Games Studio,Indie,4.55,0-20000,0,32,0.656,True,False,False,False,True,327210,False
Anna's Quest,2015-07-02,2015,7,Daedalic Entertainment,Adventure;Indie,17.09,100000-200000,100000,994,0.88,True,False,True,True,True,327220,False
Super Life of Pixel,2014-10-22,2014,10,Super Icon Ltd,Indie,8.2,20000-50000,20000,331,0.834,True,False,False,True,True,327260,False
The Marvellous Miss Take,2014-11-20,2014,11,Wonderstruck,Action;Casual;Indie,17.09,50000-100000,50000,281,0.836,True,True,True,True,True,327310,False
A Bird Story,2014-11-07,2014,11,Freebird Games,Adventure;Indie;RPG,3.18,200000-500000,200000,7134,0.839,True,True,True,True,True,327410,False
Hail to the King: Deathbat,2014-10-30,2014,10,Subscience Studios,Action;Adventure;Casual;Indie;RPG,5.46,0-20000,0,182,0.808,True,False,False,True,True,327440,False
Ballads of Reemus: When the Bed Bites,2015-04-27,2015,4,ClickShake Games LLC,Adventure;Casual;Indie,4.55,0-20000,0,28,0.964,True,False,False,False,True,327450,False
Zenzizenzic,2015-07-23,2015,7,bitHuffel,Action;Indie,7.97,0-20000,0,77,0.909,True,False,False,True,True,327500,False
WASTED,2016-06-07,2016,6,Mr. Podunkian,Action;Indie;RPG,11.39,100000-200000,100000,983,0.755,True,False,True,False,True,327510,False
Traverser,2015-07-09,2015,7,Gatling Goat Studios,Action;Adventure;Indie,12.53,0-20000,0,82,0.72,True,False,False,False,True,327520,False
Near Death,2016-08-02,2016,8,Orthogonal Games,Action;Adventure;Indie,12.53,20000-50000,20000,609,0.911,True,False,False,True,True,327560,False
CaesarIA,2015-01-20,2015,1,rdt.32,Free to Play;Indie;Strategy;Early Access,0.0,200000-500000,200000,1218,0.63,True,False,True,False,True,327640,True
May’s Mysteries: The Secret of Dragonville,2014-10-15,2014,10,V5 Play,Casual;Indie,7.97,20000-50000,20000,56,0.429,True,False,False,False,True,327650,False
Ironcast,2015-03-26,2015,3,Dreadbit,Indie;RPG;Strategy,11.39,20000-50000,20000,633,0.807,True,False,False,True,True,327670,False
Bacon Man: An Adventure,2018-03-06,2018,3,Skymap Games,Action;Adventure;Indie,17.09,0-20000,0,28,0.857,True,False,False,False,False,327760,False
Salt,2018-02-06,2018,2,Lavaboots Studios,Action;Adventure;Indie;RPG,12.98,50000-100000,50000,1574,0.784,True,False,True,False,False,327860,False
Sublevel Zero Redux,2015-10-08,2015,10,Sigtrap,Action;Indie,12.53,0-20000,0,461,0.894,True,False,False,True,True,327880,False
I am Bread,2015-04-09,2015,4,Bossa Studios,Action;Adventure;Indie;Simulation,11.39,500000-1000000,500000,5262,0.777,True,False,True,False,True,327890,False
Journey of the King,2014-12-15,2014,12,DigitalWorldEntertainment,Adventure;Indie;RPG;Early Access,1.81,0-20000,0,23,0.217,True,True,False,False,True,327960,False
Reflex Arena,2017-03-08,2017,3,Turbo Pixel Studios,Action;Indie,7.97,20000-50000,20000,1445,0.847,True,False,False,True,True,328070,False
Rise to Ruins,2014-10-27,2014,10,Raymond Doerr,Indie;Simulation;Strategy;Early Access,7.97,200000-500000,200000,3129,0.911,True,False,True,True,True,328080,False
Gunspell - Steam Edition,2014-11-07,2014,11,Ino-Co Plus,Adventure;Indie;RPG,11.39,100000-200000,100000,275,0.545,True,True,True,False,True,328100,False
Wild Season,2015-12-07,2015,12,Quickfire Games,Indie;RPG;Simulation,14.81,0-20000,0,350,0.4,True,True,False,False,True,328220,False
Leviathan: The Last Day of the Decade,2014-11-18,2014,11,Lostwood,Adventure;Indie,12.53,50000-100000,50000,567,0.815,True,True,True,True,True,328270,False
Potatoman Seeks the Troof,2014-12-03,2014,12,Pixeljam,Indie,3.18,100000-200000,100000,540,0.737,True,True,True,False,True,328500,False
Monsters and Monocles,2016-08-16,2016,8,Retro Dreamer,Action;Indie;Early Access,12.53,0-20000,0,97,0.835,True,False,False,True,True,328510,False
Thieves' Gambit: The Curse of the Black Cat,2014-10-17,2014,10,Choice of Games,Indie;RPG,2.38,0-20000,0,27,0.815,True,False,False,False,True,328550,False
Don't Knock Twice,2017-09-05,2017,9,Wales Interactive,Action;Adventure;Indie,18.23,0-20000,0,225,0.773,True,False,False,False,True,328590,False
Rock Zombie,2014-11-20,2014,11,Quaternion Studio,Action;Adventure;Indie,5.69,0-20000,0,37,0.568,True,True,False,False,True,328640,False
Knight of the Hamsters,2015-04-15,2015,4,Johnny Death Games,Action;Indie,0.9,0-20000,0,14,0.643,True,False,False,False,True,328650,False
Crab Cakes Rescue,2014-11-14,2014,11,Mission Critical Studios,Casual;Indie,5.69,20000-50000,20000,57,0.614,True,True,False,False,True,328680,False
One Last Day,2015-04-28,2015,4,Bloodwolf Studio,Action;Adventure;Indie;Early Access,11.39,0-20000,0,105,0.686,True,False,False,False,True,328710,False
Bit Odyssey,2015-01-20,2015,1,Gamesare,Action;Adventure;Indie;RPG;Early Access,4.55,0-20000,0,38,0.526,True,False,False,False,True,328740,False
SanctuaryRPG: Black Edition,2015-02-13,2015,2,Black Shell Games,Action;Adventure;Casual;Indie;RPG;Strategy,6.6,100000-200000,100000,1314,0.927,True,False,True,True,True,328760,False
Vampires: Guide Them to Safety!,2014-10-22,2014,10,CBE software s.r.o.,Indie,4.55,0-20000,0,41,0.878,True,False,False,False,True,328780,False
The Deer God,2015-02-27,2015,2,Crescent Moon Games;Cinopt Studios,Indie,12.53,20000-50000,20000,442,0.64,True,False,False,False,True,328940,False
Koya Rift,2014-10-27,2014,10,Zach Kehs (SunnyKatt),Indie,2.27,0-20000,0,37,0.351,True,False,False,False,True,328990,False
Data Hacker: Corruption,2014-10-22,2014,10,New Reality Games,Adventure;Indie;RPG;Simulation,2.27,200000-500000,200000,83,0.482,True,False,True,False,True,329000,False
Battlegrounds of Eldhelm,2014-10-22,2014,10,Essence Ltd.,Free to Play;Indie;RPG,0.0,100000-200000,100000,197,0.701,True,False,True,False,True,329020,True
Dungeon Kingdom: Sign of the Moon,2015-11-19,2015,11,Hydro Games,Action;Adventure;Indie;RPG;Early Access,15.95,0-20000,0,95,0.821,True,True,False,True,True,329040,False
SpyParty,2018-04-12,2018,4,Chris Hecker;John Cimino,Action;Indie;Simulation;Strategy;Early Access,22.22,20000-50000,20000,433,0.845,True,False,False,True,False,329070,False
Reassembly,2015-02-19,2015,2,Anisoptera Games,Action;Indie;Strategy,12.98,100000-200000,100000,2431,0.929,True,False,True,True,True,329130,False
Volo Airsport,2014-12-04,2014,12,Ramjet Anvil,Action;Indie;Simulation;Sports;Early Access,0.9,0-20000,0,161,0.677,True,True,False,False,True,329190,False
Astray,2015-02-03,2015,2,Aegon Games,Adventure;Indie,5.69,20000-50000,20000,200,0.7,True,False,False,False,True,329200,False
The Weaponographist,2015-04-29,2015,4,Puuba,Action;Indie;RPG,7.97,20000-50000,20000,74,0.757,True,False,False,False,True,329240,False
Avalon Lords: Dawn Rises,2016-04-28,2016,4,Animus Interactive Inc,Indie;Strategy;Early Access,0.0,20000-50000,20000,129,0.581,True,False,False,False,True,329280,True
Tile Miner,2014-10-24,2014,10,nalothchris;swanee734,Action;Adventure;Indie;Early Access,8.2,0-20000,0,51,0.667,True,False,False,False,True,329310,False
QbQbQb,2014-10-29,2014,10,Rezoner,Action;Casual;Indie,4.55,20000-50000,20000,99,0.889,True,False,False,True,True,329320,False
cloudphobia,2016-12-07,2016,12,Marsbound,Action;Indie,5.46,0-20000,0,14,0.786,True,True,False,False,True,329340,False
